interaction_id,customer_id,employee_id,branch_id,channel,interaction_type,interaction_at,duration_seconds,notes
INT00000171,CUS0004070,,,LINE OA,Advisory,2026-04-09T13:28:00,1232,ย่อใจทอดมันสมองผ่อระเบียงซี่เคารพโผล่ 
INT00000172,CUS0009081,EMP00218,,Call Center,Inquiry,2025-07-26T07:55:00,695,รากน้องเชื่อมรากกลางชะนีก้าง 
INT00000173,CUS0009341,EMP00327,,Call Center,Advisory,2025-09-26T06:10:00,929,กำพักผ่อนชูริมยัน 
INT00000174,CUS0004202,EMP00268,,Call Center,Transaction,2025-01-01T14:01:00,1695,แม่หอยเสรีภาพหมุนหน้าต่างหาบเยาวชน 
INT00000175,CUS0007666,,,Internet Banking,Inquiry,2025-08-17T21:37:00,1641,ดึกนุ่นการพับถกเถียงเมาะ 
INT00000176,CUS0007060,EMP00351,,Call Center,Onboarding,2025-09-07T05:26:00,1350,แท็กซี่พิพักพิพ่วนไอศกรีมทอดหน้าที่ฝาก 
INT00000177,CUS0003323,,,LINE OA,Complaint,2025-01-13T09:44:00,989,ทรัพย์สินมะเขือเทศฉีดปากโดยผลน้างมคั่วเนื่องจาก 
INT00000178,CUS0001672,,,Mobile App,Onboarding,2025-03-21T13:35:00,1147,เพลงเทเลแกรมกลางคืนรากประพฤติที่หึงสาแลกพับตกลง 
INT00000179,CUS0004427,,,LINE OA,Transaction,2025-02-07T20:26:00,491,ตะปูอวัยวะกบผลิตแม่มดหยักความเฉย 
INT00000180,CUS0005345,,,Internet Banking,Complaint,2026-03-22T07:27:00,1574,เรื่อยปี่เดี่ยวแรงงานเป็นบันไดหยักหน้าต่างผลิตข้าวหมูแดง 
INT00000181,CUS0000102,,,LINE OA,Complaint,2025-09-25T12:54:00,397,ผิดทั่วแม่มดทดยูทูบร่มรื่น 
INT00000182,CUS0007417,,,Internet Banking,Complaint,2025-04-12T19:03:00,956,เมล็ดเชื้อโรคอินสตาแกรมทดรู้จัก 
INT00000183,CUS0008429,,,Internet Banking,Onboarding,2025-09-01T05:10:00,34,หม้อหล่นเมล็ดแข่งขันหอยหลังคาเฟซบุ๊กเจ็บไข้เนื้อ 
INT00000184,CUS0009434,,,Mobile App,Onboarding,2025-01-03T03:22:00,1467,ขันน้ำชาวช้าเพียงธาตุที่ดินทอดมันข้าวเจ้า 
INT00000185,CUS0006242,,,ATM,Onboarding,2026-03-27T20:01:00,437,ที่ดินอธิษฐานดึกพิพักพิพ่วนโผล่โน่นคำถามศาลากลางตำลึงขนมชั้นเชื่อ 
INT00000186,CUS0000885,,,LINE OA,Complaint,2026-02-16T04:43:00,1330,อบอุ่นน้องดีตำลึงหมุนจะไปพั่งไหนเยอะ 
INT00000187,CUS0009497,EMP00387,,Call Center,Complaint,2025-01-28T21:40:00,1098,ทำสวนระยำกำทรัพย์สินครอง 
INT00000188,CUS0007961,,,LINE OA,Complaint,2026-02-22T01:54:00,1660,วังอิฐหน้ากากกล่องคมนาคมโดยเสียบแมลงหว่านอวัยวะ 
INT00000189,CUS0001851,,,LINE OA,Onboarding,2025-12-20T21:30:00,74,คำถามข้าวหมูแดงข้าวสม่ำเสมอประชาธิปไตย 
INT00000190,CUS0004326,EMP00368,,Call Center,Advisory,2025-03-10T15:48:00,1782,คลานศิษย์ผลัดจากย้ำกล้าคั่วด้วย 
INT00000191,CUS0004350,,,Internet Banking,Advisory,2025-05-05T22:32:00,714,สารวัตรเอิดโน่นกามต่อขุด 
INT00000192,CUS0001476,,,LINE OA,Inquiry,2025-05-26T18:32:00,802,ตับขี่หยักหาม้ายพิการเตียนสาธารณรัฐกลางคืนกิ่งไม้ทวด 
INT00000193,CUS0003487,EMP00170,,Call Center,Inquiry,2026-03-22T15:36:00,93,คาวสม่ำเสมอหน้าต่างดีดูโควิดหนุนคลาน 
INT00000194,CUS0003825,,,Internet Banking,Onboarding,2025-06-28T21:04:00,1400,กรรมการอาหารเตาด้วยยูทูบมลายูขี้ไคล 
INT00000195,CUS0006831,,,Mobile App,Complaint,2025-03-12T11:05:00,923,แท็บลอยด์ทุกข์แถบอินสตาแกรมสำหรับเมตตาขัดหึงสา 
INT00000196,CUS0009028,EMP00356,,Call Center,Transaction,2025-05-14T19:26:00,576,กลางขนมชั้นศิษย์จากโกงแท็กซี่เจ็บไข้ 
INT00000197,CUS0002291,EMP00090,,Call Center,Complaint,2025-07-28T23:57:00,283,เทเลแกรมย่อตีนข้างหลบร่มรื่นเข้ารหัสของหวานหยักได้แก่แลก 
INT00000198,CUS0006845,,,ATM,Inquiry,2025-10-05T12:49:00,251,ตัวเมียย่อสุดท้ายโรงสีตับหน้าที่น้าสมองแท็กซี่ย้ำ 
INT00000199,CUS0003254,,,Internet Banking,Transaction,2025-02-23T04:10:00,878,วังเมาะฉีดเริ่มอ่อนหวานแอนดรอยด์ร่างกายหมุนอวัยวะด้วย 
INT00000200,CUS0007592,EMP00367,BR0002,Branch,Inquiry,2025-08-11T16:58:00,599,แคะเขยิบอ่อนหวานแมคสารวัตรคอกชาวมัสยิด 
INT00000201,CUS0000138,,,Internet Banking,Inquiry,2025-10-18T01:06:00,688,สดนั่งเริ่มเสรีนิยมนั่งหาย 
INT00000202,CUS0001352,,,Internet Banking,Advisory,2025-12-09T05:16:00,410,ห่วงใยการหลบแท็กซี่ขี้ดิน 
INT00000203,CUS0009704,,,ATM,Advisory,2025-04-29T16:50:00,439,จากโผล่โกงห้องเรียนนุ่นหยอกขี้ดินเนื่องจากอาหาร 
INT00000204,CUS0007623,EMP00480,,Call Center,Transaction,2026-01-09T08:54:00,1573,ใจบอกเขยื้อนย่อห้องเรียนสุขภาพ 
INT00000205,CUS0001007,EMP00018,,Call Center,Advisory,2025-10-02T18:42:00,788,ใจก้างเรื่อยปิ่นโตแก่นักเรียนเทเลแกรม 
INT00000206,CUS0004759,,,ATM,Onboarding,2026-04-05T14:24:00,165,จัดแข้งชนิดมอบเสรีภาพ 
INT00000207,CUS0009285,EMP00194,BR0030,Branch,Inquiry,2025-02-19T15:59:00,109,ตะแกรงกล่องอัศจรรย์ขัดแข็งโง่สีแก้เตา 
INT00000208,CUS0005754,,,ATM,Transaction,2025-11-10T19:24:00,802,คอมมิวนิสต์เพราะตื่นสนองเมาะสุดท้ายในรอแจ่มใสหนูสม่ำเสมอ 
INT00000209,CUS0009594,EMP00024,,Call Center,Transaction,2025-02-23T09:42:00,650,แมลงตีนวัฒนธรรมยาใหม่ 
INT00000210,CUS0007642,EMP00134,BR0030,Branch,Complaint,2025-01-21T08:41:00,858,จัดคำถามเย็บข้าวหมูแดงคบอาสานุ่นคมนาคม 
INT00000211,CUS0005826,,,LINE OA,Transaction,2025-07-18T00:32:00,1098,หมดด้ายอ่อนหวานผลัดกาม 
INT00000212,CUS0003642,,,Mobile App,Transaction,2025-07-07T20:18:00,1639,เนื้อหมีศิษย์แรงงานกว้าง 
INT00000213,CUS0006153,,,Internet Banking,Inquiry,2025-04-25T08:16:00,1061,กินเพลงโกงริมสดหยักทั่ว 
INT00000214,CUS0003221,EMP00020,,Call Center,Advisory,2025-05-03T17:15:00,1615,เศรษฐกิจชุดนอนคำถามเคารพแตะเยาวชน 
INT00000215,CUS0008384,EMP00459,BR0002,Branch,Transaction,2025-12-28T20:46:00,1786,วิชาชีพเดี่ยวผักแหย่เยาวชนดำงมสดเกม 
INT00000216,CUS0004766,,,LINE OA,Advisory,2025-09-16T15:33:00,659,ผสมพิการยีราฟเย็นวิชาชีพออนซอนเด๊ 
INT00000217,CUS0000097,EMP00339,BR0030,Branch,Transaction,2026-02-13T10:18:00,567,แมคด้ายวาดซอยตะแกรงเบียร์หมุนย้ำเมล็ดสดชื่น 
INT00000218,CUS0001894,EMP00060,,Call Center,Onboarding,2025-07-13T16:44:00,595,วินโดวส์นุ่นกูคอกทดลองสมาคมค่อยร่มรื่น 
INT00000219,CUS0003004,,,Internet Banking,Inquiry,2025-06-05T21:18:00,276,ชุมนุมน้ำหวานเศรษฐกิจโกงปีเครื่องบินล่อขันน้ำเย็บขัด 
INT00000220,CUS0003218,EMP00488,,Call Center,Complaint,2025-09-19T20:47:00,1290,หายจากผู้ร้ายข้าวหมูแดงตื่นทรัพย์สินประชาธิปไตยตอกอินสตาแกรม 
INT00000221,CUS0004582,EMP00107,,Call Center,Advisory,2025-05-06T11:58:00,47,รัฐประหารดอกไม้ข้าวเจ้ากบที่ดินสำหรับ 
INT00000222,CUS0000415,,,ATM,Onboarding,2025-03-09T14:43:00,87,ชุมนุมเครื่องบินข้าวสมองทุกข์เมาะเสียบยูทูบ 
INT00000223,CUS0006701,EMP00033,BR0010,Branch,Advisory,2025-09-04T02:23:00,1739,เฟซบุ๊กบอกใบ้พิพักพิพ่วนคำสั่งสมาคมหลบ 
INT00000224,CUS0009101,EMP00275,BR0011,Branch,Inquiry,2025-07-23T11:09:00,1430,ฟากกล่องอิฐมลายูผัก 
INT00000225,CUS0004387,,,Mobile App,Transaction,2026-02-18T18:57:00,613,หนูคนตายผ่อตัวอย่างมอบ 
INT00000226,CUS0003043,,,Internet Banking,Advisory,2025-12-10T20:17:00,1362,ผิดแก้วทอดองค์สมาคมเบียร์อุปโภคเทเลแกรม 
INT00000227,CUS0005010,,,LINE OA,Advisory,2026-03-26T11:52:00,1381,ยึดชุดนอนหม้อปากบัดนี้ชูรอโน่น 
INT00000228,CUS0002532,,,LINE OA,Transaction,2025-05-17T20:44:00,1331,โผล่อายุท้องฟ้าแก่ตับเงาศาสตร์ 
INT00000229,CUS0004875,,,LINE OA,Complaint,2025-01-08T08:47:00,756,ห้องเรียนแก้วเศษเอิดเข้ารหัส 
INT00000230,CUS0001764,,,Mobile App,Transaction,2025-08-26T18:30:00,1239,จัดข้างศิษย์ขนมคนตายออนซอนเด๊กบวังเจ็บไข้ห่อข้าว 
INT00000231,CUS0003560,,,Mobile App,Transaction,2026-01-23T09:26:00,546,ยึดสัญญาสำนักงานแก้วเห็นสุดท้ายกูเกิล 
INT00000232,CUS0007955,,,Internet Banking,Transaction,2026-02-25T16:18:00,1167,ถกเถียงคะแนนน้ำเย็นชนิดเศษอาหารคลานหว่านโผล่นั่งพิพักพิพ่วน 
INT00000233,CUS0003207,EMP00204,,Call Center,Onboarding,2026-01-15T04:19:00,1465,ทานโกงทวิตเตอร์ดาวเทียมหลงกีฬาชาวนาดำรถถัง 
INT00000234,CUS0009921,,,LINE OA,Onboarding,2025-06-26T22:04:00,1693,บริษัทแม้ทอดมันผีกแก้สมาคมโต 
INT00000235,CUS0006996,EMP00222,,Call Center,Onboarding,2025-10-04T07:19:00,1663,ต่อเกมหมุนโกงหน้าที่ทดลองปิ่นโต 
INT00000236,CUS0000491,,,LINE OA,Complaint,2025-07-16T18:27:00,550,แม้บูชามอบจะไปพั่งไข่วิ่งแก้ราก 
INT00000237,CUS0006696,,,Internet Banking,Transaction,2026-01-06T02:50:00,923,ตู่ชุดนอนแมคแม่มดครูซ่อมเบิ่ง 
INT00000238,CUS0004913,,,LINE OA,Onboarding,2025-08-21T02:59:00,1160,กูเสรีภาพดังนี้ผสมดี 
INT00000239,CUS0002097,,,LINE OA,Onboarding,2025-05-22T17:52:00,527,ดีน้ำหวานแถบดึกไค้หันง่วงประสบการณ์ชุมนุมเศษอาหารฟากรัฐประหาร 
INT00000240,CUS0006272,,,Mobile App,Onboarding,2025-04-03T12:23:00,709,มิตรถึงศาลากลางอายุคลานคะแนนทรัพย์สินเนื้อแตะ 
INT00000241,CUS0001321,,,LINE OA,Inquiry,2025-07-28T18:42:00,1639,กะเพราติดรัฐประหารและต้นตั้งแต่ 
INT00000242,CUS0001732,,,LINE OA,Inquiry,2026-01-16T16:08:00,319,หึงสาแรกบาดกลางคืนสัญญาหุ้มชุดนอนระเบียง 
