ticket_id,customer_id,assigned_employee_id,category,channel,priority,status,opened_at,closed_at,subject,csat_score
TCK0000137,CUS0007702,EMP00292,Loan inquiry,Mobile App,Medium,Closed,2025-05-11T08:35:00,2025-05-16T23:35:00,[Card lost/stolen] เฟซบุ๊กวินโดวส์แอนดรอยด์เฉยแอนดรอยด์ ,2.0
TCK0000138,CUS0003025,EMP00061,PromptPay issue,Call Center,Low,Resolved,2024-05-02T14:44:00,2024-05-04T06:44:00,[Statement request] แกะเทเลแกรมวิกิพีเดียก้างเมาะ ,5.0
TCK0000139,CUS0005697,EMP00402,ATM dispute,Mobile App,Low,Resolved,2025-12-08T03:21:00,2025-12-12T13:21:00,[Mobile banking issue] ฉีดปูขี้ดินหมีคนไข้กระถาง ,1.0
TCK0000140,CUS0002403,EMP00342,Branch service complaint,LINE OA,Critical,Resolved,2024-10-04T17:21:00,2024-10-12T11:21:00,[Mobile banking issue] ลูกชิ้นและล่อสีเทาเพลงบาดแคะ ,2.0
TCK0000141,CUS0005650,EMP00197,Card lost/stolen,Mobile App,Critical,Closed,2025-07-19T13:06:00,2025-07-22T06:06:00,[Loan inquiry] บูดประพฤติเศรษฐกิจแหย่ฉีดกูเกิลทอด ,5.0
TCK0000142,CUS0003895,EMP00157,Fee inquiry,LINE OA,Critical,Escalated,2024-09-27T16:03:00,,[Fee inquiry] ไอศกรีมมอบรถทัวร์สำหรับน้ำหวานหน้ากาก ,
TCK0000143,CUS0004930,EMP00425,PromptPay issue,Call Center,Medium,Resolved,2024-12-24T18:38:00,2025-01-01T21:38:00,[Loan inquiry] แคะหนูถึงประสบการณ์ ,2.0
TCK0000144,CUS0009444,EMP00496,ATM dispute,LINE OA,High,Closed,2024-10-11T09:00:00,2024-10-14T14:00:00,[Mobile banking issue] เผื่อควรรถโดยสารเช้าทอดเย็นคนไข้ ,5.0
TCK0000145,CUS0003671,EMP00224,Branch service complaint,Email,High,Closed,2025-03-13T19:23:00,2025-03-18T05:23:00,[Fraud report] วิกิพีเดียปิ่นโตแต่วิกิพีเดียรัฐบาลหาบค่อยกาม ,1.0
TCK0000146,CUS0003060,EMP00315,Mobile banking issue,Call Center,Critical,Closed,2026-04-05T05:04:00,2026-04-09T07:04:00,[Branch service complaint] หยอกเพียงแปรงเคเอฟซีเทเลแกรมปีโต ,4.0
TCK0000147,CUS0000274,EMP00149,Fraud report,Email,Medium,Resolved,2026-03-02T02:35:00,2026-03-08T13:35:00,[Card lost/stolen] อิฐวาดโควิดและ ,
TCK0000148,CUS0008394,EMP00310,Loan inquiry,Branch,High,In Progress,2025-01-07T08:39:00,,[Fee inquiry] กล่องขนมเย็นอธิษฐานเพลงหนู ,
TCK0000149,CUS0007537,EMP00146,Loan inquiry,LINE OA,Critical,Closed,2024-07-22T19:10:00,2024-07-23T13:10:00,[ATM dispute] ข้างตรวจปิ่นโตสหกรณ์ ,
TCK0000150,CUS0007476,EMP00076,Branch service complaint,Mobile App,High,In Progress,2024-06-15T00:19:00,,[Account closure] สบายท้องฟ้าชุดนอนวิชาชีพแข่งขันคำสั่ง ,
TCK0000151,CUS0002406,EMP00070,Account closure,Branch,High,Resolved,2025-09-10T06:24:00,2025-09-14T02:24:00,[Account closure] ผู้ร้ายเทเลแกรมจากร้อนเปลืองซอย ,
TCK0000152,CUS0001440,EMP00424,PromptPay issue,LINE OA,Critical,Closed,2025-08-11T09:18:00,2025-08-20T01:18:00,[Fee inquiry] การแอนดรอยด์โรงสีเศษอาหารข้างผลเศรษฐกิจเศรษฐกิจ ,4.0
TCK0000153,CUS0000006,EMP00429,Mobile banking issue,Call Center,High,Open,2025-12-15T11:39:00,,[Loan inquiry] ได้แก่บัดนี้บูด ,
TCK0000154,CUS0002325,EMP00247,Fraud report,Email,High,Resolved,2025-05-16T14:44:00,2025-05-19T00:44:00,[Loan inquiry] ข้าวเจ้าบูดที่เยาวชนหุ้ม ,3.0
TCK0000155,CUS0000527,EMP00471,Account closure,Mobile App,High,Resolved,2026-02-25T20:01:00,2026-03-02T04:01:00,[Branch service complaint] ร่างกินกะละมังดอง ,2.0
TCK0000156,CUS0000879,EMP00299,ATM dispute,Email,High,Resolved,2025-03-22T19:22:00,2025-03-31T05:22:00,[Statement request] จ๋ารังแกเคยชนิด ,2.0
TCK0000157,CUS0000336,EMP00494,Fee inquiry,Mobile App,Medium,Closed,2026-01-30T05:09:00,2026-02-02T10:09:00,[ATM dispute] เล่มประสบการณ์ทวิตเตอร์เมตตาระยำแข่งขันขุดสำหรับ ,5.0
TCK0000158,CUS0000991,EMP00097,Mobile banking issue,LINE OA,High,Closed,2025-07-30T22:48:00,2025-08-01T19:48:00,[Card lost/stolen] แจ่มใสเห็นสหกรณ์กลางเขยิบหอยสีแดง ,
TCK0000159,CUS0004421,EMP00469,Statement request,Branch,Critical,Closed,2024-03-10T09:35:00,2024-03-13T21:35:00,[Branch service complaint] เงาตั้งแต่เสรีนิยมดาวเทียมสุขภาพผลัด ,4.0
TCK0000160,CUS0006148,EMP00005,Branch service complaint,Call Center,Medium,Open,2024-03-09T04:59:00,,[Account closure] ด้วยทวดตลอดแม่ปิ่นโตอิสลามขันน้ำเอิด ,
TCK0000161,CUS0001606,EMP00404,Fee inquiry,Mobile App,Medium,Resolved,2026-02-19T12:06:00,2026-02-22T01:06:00,[Mobile banking issue] ตรวจผีกยีราฟขัดแสงผู้ร้ายพิพักพิพ่วนเคารพ ,2.0
TCK0000162,CUS0001314,EMP00162,Mobile banking issue,Mobile App,High,Resolved,2024-08-23T16:57:00,2024-08-24T06:57:00,[Account closure] เศรษฐกิจเห็นขาดเคิ่ง ,5.0
TCK0000163,CUS0004256,EMP00238,ATM dispute,Mobile App,Low,Open,2025-08-02T15:10:00,,[Statement request] แต่งรังแกในเขยื้อนหุ้ม ,
TCK0000164,CUS0009703,EMP00156,Card lost/stolen,LINE OA,High,Resolved,2024-08-03T00:58:00,2024-08-06T09:58:00,[PromptPay issue] องค์บริษัทแก่เหตุเหตุ ,3.0
TCK0000165,CUS0004222,EMP00190,Account closure,Branch,Low,Closed,2024-09-16T21:25:00,2024-09-25T22:25:00,[Fee inquiry] ปิ่นโตใจหลงถกเถียง ,5.0
TCK0000166,CUS0003449,EMP00152,Card lost/stolen,Email,Low,Resolved,2025-10-17T11:31:00,2025-10-22T12:31:00,[Statement request] กำไรใจเบียร์เรียง ,5.0
TCK0000167,CUS0006418,EMP00125,Fee inquiry,Mobile App,Low,Closed,2024-05-13T01:21:00,2024-05-14T04:21:00,[Account closure] สมาคมอัศจรรย์สาธารณรัฐไค้หันเพดานเฟซบุ๊กวิชาชีพ ,3.0
TCK0000168,CUS0004989,EMP00428,Card lost/stolen,Mobile App,Medium,In Progress,2025-06-03T22:37:00,,[Card lost/stolen] ขุดเนื่องจากตะปูริม ,
TCK0000169,CUS0000802,EMP00021,Account closure,Email,High,Closed,2025-11-08T09:56:00,2025-11-11T11:56:00,[Statement request] อดวิ่งกลางลงมือน้องกำแรงงาน ,
TCK0000170,CUS0005360,EMP00144,ATM dispute,Email,Critical,Resolved,2025-12-25T17:53:00,2025-12-29T15:53:00,[Statement request] ถึงไข่หมอกผีกทรัพย์สิน ,5.0
TCK0000171,CUS0004354,EMP00169,PromptPay issue,Call Center,Low,Resolved,2025-06-07T08:00:00,2025-06-14T08:00:00,[Branch service complaint] แปรงชูเงาพ่อเคยแถบไอศกรีม ,4.0
TCK0000172,CUS0003822,EMP00465,Account closure,Branch,High,In Progress,2025-07-15T11:14:00,,[ATM dispute] หมดทดลองรัฐบาลคมนาคมจ๋าลืมคาวกู ,
TCK0000173,CUS0000932,EMP00188,ATM dispute,Branch,Low,Closed,2024-09-15T19:39:00,2024-09-24T13:39:00,[Branch service complaint] ตู้กรรมการเกาหลีหลังคาสี ,
TCK0000174,CUS0000542,EMP00344,Card lost/stolen,Branch,High,Closed,2025-01-17T10:21:00,2025-01-23T22:21:00,[Branch service complaint] ตอใดรถถังผู้ร้ายขันน้ำหมี ,4.0
TCK0000175,CUS0001083,EMP00488,Account closure,Branch,Low,Resolved,2025-10-06T15:10:00,2025-10-08T02:10:00,[Statement request] ผลัดกิ่งไม้เฉยสลับอาสาสด ,2.0
TCK0000176,CUS0006182,EMP00268,Statement request,Mobile App,Low,In Progress,2025-09-30T11:33:00,,[Branch service complaint] ทานทวิตเตอร์พิพักพิพ่วนหมดห่มผ้ากลางคืน ,
TCK0000177,CUS0004129,EMP00350,Branch service complaint,LINE OA,Medium,Resolved,2024-09-18T17:17:00,2024-09-22T13:17:00,[Account closure] อบอุ่นกูจะไปพั่งศิษย์เลี้ยว ,
TCK0000178,CUS0001801,EMP00433,PromptPay issue,Branch,Medium,Resolved,2024-06-24T14:22:00,2024-06-30T21:22:00,[Loan inquiry] ยาเย็บถางคอกคบกะละมัง ,
TCK0000179,CUS0003452,EMP00007,Branch service complaint,Branch,Critical,In Progress,2025-10-17T01:23:00,,[Fraud report] ดูรัฐบาลดองตีนแข่งขันคะแนน ,
TCK0000180,CUS0005025,EMP00042,Loan inquiry,Call Center,High,Open,2025-04-29T07:04:00,,[Loan inquiry] พนมมือกีฬาเบียร์ ,
TCK0000181,CUS0001626,EMP00451,Loan inquiry,Email,Medium,Closed,2025-09-02T13:26:00,2025-09-07T01:26:00,[Fraud report] บริษัทสัญญากำไรข้างหม้ออวัยวะบันได ,3.0
TCK0000182,CUS0002214,EMP00257,Fraud report,Mobile App,High,Resolved,2026-02-03T14:51:00,2026-02-05T05:51:00,[PromptPay issue] แม่มดใบไม้แต่ลูกเมล็ดหนู ,3.0
TCK0000183,CUS0001279,EMP00274,Card lost/stolen,Call Center,High,Open,2024-07-18T14:37:00,,[Mobile banking issue] เอสซีบีแม่อบอุ่นริมขนม ,
TCK0000184,CUS0003719,EMP00023,Loan inquiry,Mobile App,Critical,Escalated,2024-04-06T12:34:00,,[Mobile banking issue] ง่วงเคารพแรกเพราะ ,
TCK0000185,CUS0003881,EMP00390,Mobile banking issue,Branch,Critical,Open,2026-04-01T00:01:00,,[Fraud report] ผลเลือกหมอกบริโภค ,
TCK0000186,CUS0009579,EMP00375,Card lost/stolen,Call Center,Low,Open,2024-03-04T11:14:00,,[Statement request] แม่พักผ่อนดาวเทียมชุมนุมอบอุ่น ,
TCK0000187,CUS0005242,EMP00384,Loan inquiry,Branch,High,Closed,2025-11-20T17:51:00,2025-11-23T18:51:00,[PromptPay issue] โรงสีตลอดแข็งหรือทวดสหกรณ์ ,
TCK0000188,CUS0006394,EMP00341,Card lost/stolen,Call Center,Critical,Resolved,2024-03-22T18:46:00,2024-03-31T14:46:00,[Statement request] ห่มผ้ารถบัสพักผ่อนถึงเกาหลีคำสั่งห่วงใย ,3.0
TCK0000189,CUS0006803,EMP00095,ATM dispute,Branch,Low,Open,2025-10-25T00:07:00,,[Mobile banking issue] แกะเนื่องจากเชื่อ ,
TCK0000190,CUS0007324,EMP00246,Card lost/stolen,Call Center,Low,Resolved,2024-05-20T20:28:00,2024-05-24T21:28:00,[Account closure] คั่วข้าวหมูแดงเป็นต่อเลือกร่างกาย ,5.0
TCK0000191,CUS0004855,EMP00123,Card lost/stolen,Mobile App,Medium,Closed,2025-08-27T03:50:00,2025-09-05T22:50:00,[ATM dispute] ได้แก่ประชาธิปไตยโน่นที่รถทัวร์ ,1.0
TCK0000192,CUS0004146,EMP00407,Fraud report,Call Center,Low,Closed,2025-03-22T17:47:00,2025-03-24T04:47:00,[Fraud report] เรื่อยชนิดนั่งกำไรตะปูรัฐบาลกว้าง ,3.0
TCK0000193,CUS0000294,EMP00252,Branch service complaint,Branch,Medium,Closed,2025-06-01T08:31:00,2025-06-02T08:31:00,[Fee inquiry] เลี้ยวชุดนอนน้ำเย็นศาลากลาง ,4.0
TCK0000194,CUS0001095,EMP00431,Branch service complaint,LINE OA,Low,In Progress,2024-02-19T17:58:00,,[Branch service complaint] เย็นแข็งแข้งเย็นผลัดถึงผู้ร้าย ,
TCK0000195,CUS0000534,EMP00253,ATM dispute,Email,Critical,Closed,2024-08-25T12:14:00,2024-08-28T17:14:00,[Statement request] ไต้หวันเป้าขี้ดินสมาคมอัศจรรย์เคารพรัฐบาล ,5.0
TCK0000196,CUS0001107,EMP00297,Card lost/stolen,LINE OA,Low,In Progress,2026-02-19T21:52:00,,[Loan inquiry] เพียงตกลงแข้งวาดหน้าที่ปี ,
TCK0000197,CUS0000175,EMP00149,PromptPay issue,Mobile App,High,Closed,2024-06-03T11:32:00,2024-06-07T18:32:00,[Card lost/stolen] องค์แข้งลืมคาวโรงสี ,1.0
TCK0000198,CUS0003468,EMP00318,Loan inquiry,LINE OA,Medium,Closed,2025-02-02T14:52:00,2025-02-02T16:52:00,[Loan inquiry] ระเบียงพนมมือหม้อได้แก่ ,3.0
TCK0000199,CUS0005223,EMP00300,Fee inquiry,Branch,High,Resolved,2026-03-28T08:17:00,2026-04-04T23:17:00,[Card lost/stolen] ระยำแต่ธนาคารทรัพย์สินทุกข์ ,4.0
TCK0000200,CUS0005991,EMP00431,Statement request,Call Center,High,Closed,2025-02-19T17:02:00,2025-02-28T17:02:00,[PromptPay issue] เรื่อยกลางคืนแสงแข้งชนิด ,1.0
TCK0000201,CUS0005624,EMP00107,Branch service complaint,Branch,Critical,In Progress,2024-01-17T22:09:00,,[Loan inquiry] แปรงอินสตาแกรมตีนเตียนสีแดง ,
TCK0000202,CUS0006921,EMP00455,Fee inquiry,Mobile App,Critical,Closed,2025-11-15T06:27:00,2025-11-15T13:27:00,[Mobile banking issue] ค่อยดังนี้วิ่งมลายูแท็บลอยด์ฤดู ,
TCK0000203,CUS0001507,EMP00441,Account closure,LINE OA,High,Resolved,2024-07-21T16:06:00,2024-07-31T06:06:00,[Branch service complaint] เอิดคอกกีฬารากอายุ ,4.0
TCK0000204,CUS0004183,EMP00330,PromptPay issue,Email,Low,Resolved,2025-08-08T06:47:00,2025-08-11T14:47:00,[Fee inquiry] ผลิตดาวเทียมค่อยซี่หมุน ,1.0
TCK0000205,CUS0002410,EMP00024,Fraud report,Mobile App,Critical,Resolved,2025-04-21T20:30:00,2025-04-30T21:30:00,[Fee inquiry] แพ้ล่อแพ้เมตตา ,3.0
TCK0000206,CUS0008719,EMP00348,Fraud report,Mobile App,Low,Resolved,2024-08-08T14:46:00,2024-08-12T22:46:00,[Branch service complaint] ร่มรื่นย้ำผลิตแตะเย็บจ๋าศิษย์กำไร ,4.0
TCK0000207,CUS0004797,EMP00322,Mobile banking issue,Email,Medium,Resolved,2024-05-21T21:01:00,2024-05-27T17:01:00,[Card lost/stolen] คั่วสดชื่นขนมชั้นมิตร ,3.0
TCK0000208,CUS0001173,EMP00272,PromptPay issue,Email,Critical,Resolved,2025-06-17T22:29:00,2025-06-21T19:29:00,[Card lost/stolen] แข็งไหนท้องฟ้าขุดใหม่ห้างพิการ ,3.0
TCK0000209,CUS0005190,EMP00086,PromptPay issue,LINE OA,Low,Open,2024-10-01T23:01:00,,[PromptPay issue] กล่าวบันไดเทเลแกรมเบียร์สีเทา ,
TCK0000210,CUS0007093,EMP00128,Fee inquiry,Branch,Medium,In Progress,2025-04-08T15:52:00,,[Mobile banking issue] น้องแท็บลอยด์ทั่วแต่งเงา ,
TCK0000211,CUS0006273,EMP00073,Statement request,Email,Medium,Resolved,2025-02-10T18:59:00,2025-02-16T01:59:00,[Fraud report] อินสตาแกรมสนองแตะอุปโภคใจตรวจ ,3.0
TCK0000212,CUS0005428,EMP00273,ATM dispute,Call Center,High,Closed,2026-01-12T11:49:00,2026-01-21T21:49:00,[Statement request] คนตายแถบแข้งแหย่ทุ่มคนไข้ ,3.0
TCK0000213,CUS0007038,EMP00036,Fee inquiry,Email,Medium,Closed,2025-05-18T14:50:00,2025-05-27T15:50:00,[Fee inquiry] ด้ายกิโลเมตรผลิต ,
TCK0000214,CUS0005345,EMP00440,Account closure,LINE OA,High,Escalated,2024-12-03T07:00:00,,[Card lost/stolen] ห้องเรียนทดลองเงาผลัดประพฤติหน้าที่ผู้ร้ายเย็บ ,
