fd_id,customer_id,product_id,branch_id,principal_thb,interest_rate_pct,term_months,start_date,maturity_date,auto_rollover,status
FD0000244,CUS0009300,PRD-FD01,BR0037,4132617.48,1.55,6,2024-03-25,2024-09-21,False,Matured
FD0000245,CUS0002023,PRD-FD01,BR0007,645678.47,1.21,6,2024-12-15,2025-06-13,False,Matured
FD0000246,CUS0009640,PRD-FD02,BR0027,1299393.03,1.66,12,2023-04-06,2024-03-31,False,Matured
FD0000247,CUS0002485,PRD-FD01,BR0040,366520.29,2.33,6,2022-01-02,2022-07-01,True,Active
FD0000248,CUS0007379,PRD-FD03,BR0047,693937.78,2.53,24,2024-03-05,2026-02-23,False,Matured
FD0000249,CUS0004793,PRD-FD03,BR0035,2629566.41,2.67,24,2023-06-13,2025-06-02,False,Active
FD0000250,CUS0004149,PRD-FD01,BR0023,4852751.91,1.5,6,2025-12-24,2026-06-22,True,Active
FD0000251,CUS0005687,PRD-FD03,BR0021,492050.97,2.32,24,2026-02-18,2028-02-08,True,Matured
FD0000252,CUS0009397,PRD-FD03,BR0015,1407718.09,2.57,24,2022-04-14,2024-04-03,False,Matured
FD0000253,CUS0008955,PRD-FD01,BR0008,4548869.92,3.37,6,2023-01-14,2023-07-13,True,Active
FD0000254,CUS0005785,PRD-FD01,BR0002,1075390.35,2.53,6,2025-09-13,2026-03-12,True,Matured
FD0000255,CUS0005374,PRD-FD02,BR0015,2681549.42,2.38,12,2022-05-08,2023-05-03,False,Matured
FD0000256,CUS0006703,PRD-FD01,BR0041,3632011.74,1.52,6,2024-08-13,2025-02-09,True,Active
FD0000257,CUS0007392,PRD-FD03,BR0036,2976657.81,1.91,24,2025-08-20,2027-08-10,False,Active
FD0000258,CUS0009153,PRD-FD01,BR0050,515372.15,2.58,6,2023-03-13,2023-09-09,True,Active
FD0000259,CUS0001594,PRD-FD01,BR0038,4430225.58,1.64,6,2024-01-02,2024-06-30,True,Active
FD0000260,CUS0001838,PRD-FD01,BR0048,2772325.99,2.14,6,2024-04-04,2024-10-01,True,Active
FD0000261,CUS0002132,PRD-FD03,BR0028,2415552.23,1.29,24,2024-10-13,2026-10-03,False,Active
FD0000262,CUS0009090,PRD-FD02,BR0019,4636127.92,2.55,12,2025-03-16,2026-03-11,False,Active
FD0000263,CUS0007765,PRD-FD02,BR0038,2178078.76,2.96,12,2025-03-13,2026-03-08,True,Active
FD0000264,CUS0006228,PRD-FD01,BR0011,1076068.11,1.6,6,2022-07-24,2023-01-20,True,Active
FD0000265,CUS0002213,PRD-FD01,BR0028,4015458.43,2.55,6,2025-11-25,2026-05-24,False,Active
FD0000266,CUS0008994,PRD-FD01,BR0039,3896477.6,3.21,6,2022-02-23,2022-08-22,True,Active
FD0000267,CUS0006321,PRD-FD01,BR0035,1291244.19,3.46,6,2024-03-06,2024-09-02,False,Active
FD0000268,CUS0009878,PRD-FD01,BR0016,2614882.37,1.36,6,2022-11-30,2023-05-29,True,Matured
FD0000269,CUS0009204,PRD-FD01,BR0004,2851953.07,1.69,6,2022-04-14,2022-10-11,False,Active
FD0000270,CUS0005196,PRD-FD01,BR0023,4776040.59,2.77,6,2024-08-14,2025-02-10,True,Active
FD0000271,CUS0004990,PRD-FD01,BR0022,4035261.03,2.51,6,2024-04-01,2024-09-28,True,Active
FD0000272,CUS0009050,PRD-FD01,BR0029,418822.15,2.03,6,2026-02-27,2026-08-26,True,Matured
FD0000273,CUS0004215,PRD-FD03,BR0049,3918576.98,2.03,24,2025-03-05,2027-02-23,True,Matured
FD0000274,CUS0001112,PRD-FD01,BR0050,3786846.93,3.08,6,2023-07-05,2024-01-01,True,Active
FD0000275,CUS0004604,PRD-FD03,BR0016,1449355.73,2.56,24,2022-07-07,2024-06-26,False,Active
FD0000276,CUS0009103,PRD-FD01,BR0012,583542.95,3.23,6,2026-01-06,2026-07-05,True,Active
FD0000277,CUS0006178,PRD-FD01,BR0019,2503487.26,3.24,6,2026-02-05,2026-08-04,True,Matured
FD0000278,CUS0008438,PRD-FD03,BR0008,849375.14,2.57,24,2024-01-12,2026-01-01,True,Active
FD0000279,CUS0004544,PRD-FD01,BR0039,357886.28,2.31,6,2025-08-17,2026-02-13,True,Matured
FD0000280,CUS0003606,PRD-FD01,BR0029,1947694.37,1.43,6,2022-02-01,2022-07-31,True,Matured
FD0000281,CUS0000798,PRD-FD03,BR0021,2772775.22,1.71,24,2025-02-13,2027-02-03,False,Active
FD0000282,CUS0005795,PRD-FD02,BR0043,4682857.34,3.02,12,2026-01-23,2027-01-18,False,Active
FD0000283,CUS0003346,PRD-FD01,BR0037,705020.22,3.29,6,2023-05-03,2023-10-30,True,Matured
FD0000284,CUS0004299,PRD-FD02,BR0039,2044885.91,2.13,12,2023-08-13,2024-08-07,False,Matured
FD0000285,CUS0002077,PRD-FD01,BR0007,4251597.74,2.1,6,2024-03-21,2024-09-17,False,Active
FD0000286,CUS0007749,PRD-FD01,BR0002,908470.23,2.83,6,2025-04-04,2025-10-01,False,Matured
FD0000287,CUS0003249,PRD-FD01,BR0003,190787.23,1.84,6,2024-09-30,2025-03-29,True,Active
FD0000288,CUS0007106,PRD-FD01,BR0008,4411420.29,1.88,6,2022-07-10,2023-01-06,False,Matured
FD0000289,CUS0007777,PRD-FD02,BR0017,3098183.7,2.05,12,2025-02-24,2026-02-19,True,Active
FD0000290,CUS0006873,PRD-FD01,BR0014,793324.53,2.13,6,2024-06-07,2024-12-04,True,Active
FD0000291,CUS0004645,PRD-FD03,BR0037,3889964.76,2.69,24,2022-03-18,2024-03-07,False,Matured
FD0000292,CUS0001454,PRD-FD02,BR0038,1724994.63,1.43,12,2023-01-18,2024-01-13,True,Active
FD0000293,CUS0002546,PRD-FD01,BR0026,787770.69,3.1,6,2023-10-12,2024-04-09,False,Active
FD0000294,CUS0001287,PRD-FD03,BR0046,3334200.91,2.44,24,2026-04-26,2028-04-15,False,Active
FD0000295,CUS0001955,PRD-FD02,BR0036,1803519.95,2.03,12,2025-11-08,2026-11-03,False,Active
FD0000296,CUS0002619,PRD-FD01,BR0042,3415363.05,3.09,6,2024-04-24,2024-10-21,False,Active
FD0000297,CUS0009983,PRD-FD01,BR0049,1267757.83,3.41,6,2024-02-29,2024-08-27,True,Active
FD0000298,CUS0009415,PRD-FD03,BR0007,4463527.5,3.09,24,2024-11-26,2026-11-16,False,Matured
FD0000299,CUS0004564,PRD-FD03,BR0022,1867350.53,1.69,24,2024-01-06,2025-12-26,False,Matured
FD0000300,CUS0008501,PRD-FD01,BR0033,3105582.9,3.3,6,2024-09-20,2025-03-19,True,Matured
FD0000301,CUS0002256,PRD-FD01,BR0019,1784545.54,1.8,6,2025-10-02,2026-03-31,True,Matured
FD0000302,CUS0003822,PRD-FD03,BR0002,4181029.11,1.82,24,2024-04-07,2026-03-28,True,Active
FD0000303,CUS0001090,PRD-FD02,BR0002,1937794.53,1.34,12,2026-03-27,2027-03-22,True,Active
FD0000304,CUS0009365,PRD-FD02,BR0009,3584064.28,3.11,12,2023-07-17,2024-07-11,True,Active
FD0000305,CUS0001766,PRD-FD03,BR0035,2246349.15,1.88,24,2023-02-21,2025-02-10,True,Matured
FD0000306,CUS0004964,PRD-FD03,BR0008,1396946.62,2.56,24,2025-01-26,2027-01-16,False,Matured
FD0000307,CUS0009781,PRD-FD03,BR0007,4644838.08,2.53,24,2025-02-22,2027-02-12,True,Active
FD0000308,CUS0007128,PRD-FD03,BR0048,1127495.72,3.32,24,2025-10-31,2027-10-21,True,Matured
FD0000309,CUS0004882,PRD-FD01,BR0047,918624.75,2.14,6,2024-11-08,2025-05-07,True,Active
FD0000310,CUS0009594,PRD-FD02,BR0037,3426908.8,2.11,12,2026-02-17,2027-02-12,True,Matured
FD0000311,CUS0009205,PRD-FD01,BR0047,3994549.99,2.27,6,2023-10-25,2024-04-22,True,Active
FD0000312,CUS0009115,PRD-FD02,BR0041,3353233.23,3.16,12,2022-10-19,2023-10-14,True,Matured
FD0000313,CUS0004015,PRD-FD01,BR0049,2787506.75,2.9,6,2025-07-04,2025-12-31,True,Active
FD0000314,CUS0006408,PRD-FD01,BR0009,1069729.91,1.72,6,2023-06-10,2023-12-07,False,Matured
FD0000315,CUS0007466,PRD-FD02,BR0002,1542349.72,1.64,12,2025-02-07,2026-02-02,True,Active
FD0000316,CUS0000865,PRD-FD02,BR0008,453015.27,2.6,12,2025-06-14,2026-06-09,True,Active
FD0000317,CUS0000876,PRD-FD02,BR0008,4646789.02,2.36,12,2022-04-18,2023-04-13,True,Matured
FD0000318,CUS0002891,PRD-FD01,BR0019,4777569.79,3.36,6,2024-09-01,2025-02-28,True,Matured
FD0000319,CUS0007266,PRD-FD01,BR0031,822808.99,1.92,6,2022-06-09,2022-12-06,True,Active
FD0000320,CUS0004015,PRD-FD01,BR0025,2443295.02,1.56,6,2025-12-26,2026-06-24,False,Active
FD0000321,CUS0002101,PRD-FD02,BR0017,1533668.17,2.99,12,2026-01-06,2027-01-01,True,Matured
FD0000322,CUS0009461,PRD-FD02,BR0041,3321884.43,2.72,12,2024-02-27,2025-02-21,True,Matured
FD0000323,CUS0005075,PRD-FD02,BR0017,4329557.02,1.92,12,2024-06-16,2025-06-11,True,Matured
FD0000324,CUS0002919,PRD-FD03,BR0030,2848470.78,3.05,24,2024-02-02,2026-01-22,True,Active
FD0000325,CUS0008075,PRD-FD02,BR0004,4704991.16,2.82,12,2025-02-15,2026-02-10,False,Active
FD0000326,CUS0008848,PRD-FD03,BR0032,2324729.24,2.51,24,2024-05-26,2026-05-16,True,Active
FD0000327,CUS0006598,PRD-FD01,BR0037,611442.87,2.1,6,2024-04-26,2024-10-23,True,Active
FD0000328,CUS0007481,PRD-FD01,BR0045,1881038.53,2.8,6,2025-02-19,2025-08-18,True,Active
FD0000329,CUS0006062,PRD-FD03,BR0008,654624.59,2.52,24,2023-06-09,2025-05-29,True,Active
FD0000330,CUS0002394,PRD-FD03,BR0013,2019859.29,2.02,24,2022-10-13,2024-10-02,True,Active
FD0000331,CUS0003007,PRD-FD03,BR0038,3044747.89,3.27,24,2024-06-12,2026-06-02,True,Active
FD0000332,CUS0002156,PRD-FD01,BR0035,4255749.0,2.44,6,2022-01-29,2022-07-28,False,Matured
FD0000333,CUS0004443,PRD-FD03,BR0014,2211791.72,3.24,24,2023-07-30,2025-07-19,True,Active
FD0000334,CUS0008918,PRD-FD03,BR0046,84152.33,2.99,24,2023-06-18,2025-06-07,True,Matured
FD0000335,CUS0008526,PRD-FD01,BR0018,1178589.19,3.47,6,2023-03-21,2023-09-17,True,Active
FD0000336,CUS0003043,PRD-FD02,BR0030,4280838.88,2.77,12,2022-04-24,2023-04-19,True,Active
FD0000337,CUS0002478,PRD-FD02,BR0003,3817074.04,1.77,12,2025-07-15,2026-07-10,True,Matured
FD0000338,CUS0004252,PRD-FD01,BR0049,2055443.21,2.65,6,2026-03-07,2026-09-03,True,Matured
FD0000339,CUS0009420,PRD-FD03,BR0025,3463786.86,2.79,24,2026-03-21,2028-03-10,True,Active
FD0000340,CUS0009173,PRD-FD01,BR0029,4853600.78,3.27,6,2022-12-12,2023-06-10,True,Active
FD0000341,CUS0008189,PRD-FD01,BR0040,2342608.03,1.42,6,2023-07-08,2024-01-04,False,Active
FD0000342,CUS0003494,PRD-FD03,BR0020,274895.48,2.4,24,2024-08-08,2026-07-29,True,Active
FD0000343,CUS0008673,PRD-FD03,BR0002,2230869.03,2.37,24,2024-09-08,2026-08-29,False,Matured
FD0000344,CUS0000635,PRD-FD02,BR0014,4596362.04,1.27,12,2022-06-27,2023-06-22,False,Matured
FD0000345,CUS0004119,PRD-FD03,BR0016,1993509.77,1.86,24,2024-07-23,2026-07-13,True,Active
FD0000346,CUS0006363,PRD-FD01,BR0004,2877645.61,1.64,6,2022-07-17,2023-01-13,False,Matured
FD0000347,CUS0004491,PRD-FD02,BR0030,2681348.14,2.03,12,2023-03-19,2024-03-13,False,Active
FD0000348,CUS0003225,PRD-FD02,BR0015,3854067.39,1.72,12,2024-05-03,2025-04-28,False,Matured
FD0000349,CUS0006381,PRD-FD01,BR0003,3809112.82,2.79,6,2026-02-11,2026-08-10,True,Active
FD0000350,CUS0007430,PRD-FD02,BR0028,252347.33,2.21,12,2025-11-26,2026-11-21,False,Active
FD0000351,CUS0007192,PRD-FD01,BR0042,153562.46,1.64,6,2025-03-24,2025-09-20,False,Matured
FD0000352,CUS0007104,PRD-FD01,BR0025,1981743.72,1.76,6,2023-02-13,2023-08-12,False,Active
FD0000353,CUS0004504,PRD-FD02,BR0024,933346.06,2.86,12,2025-11-21,2026-11-16,True,Matured
FD0000354,CUS0009005,PRD-FD01,BR0005,3566479.21,1.59,6,2024-07-25,2025-01-21,False,Matured
FD0000355,CUS0009605,PRD-FD01,BR0001,1794356.99,2.88,6,2023-09-06,2024-03-04,False,Active
FD0000356,CUS0008986,PRD-FD03,BR0037,4390953.46,1.49,24,2026-01-20,2028-01-10,False,Matured
FD0000357,CUS0003901,PRD-FD02,BR0028,1182431.25,1.27,12,2023-09-05,2024-08-30,False,Matured
FD0000358,CUS0002108,PRD-FD03,BR0035,2042723.75,3.18,24,2025-06-24,2027-06-14,True,Active
FD0000359,CUS0005180,PRD-FD01,BR0004,1324078.87,2.93,6,2022-01-18,2022-07-17,True,Matured
FD0000360,CUS0001797,PRD-FD03,BR0017,4544356.58,2.98,24,2024-12-29,2026-12-19,True,Matured
FD0000361,CUS0007056,PRD-FD03,BR0001,1261969.0,2.94,24,2025-04-26,2027-04-16,False,Matured
FD0000362,CUS0004671,PRD-FD03,BR0044,1818480.53,2.13,24,2025-11-13,2027-11-03,True,Active
FD0000363,CUS0005269,PRD-FD01,BR0043,1567083.89,2.32,6,2024-08-05,2025-02-01,True,Matured
FD0000364,CUS0003047,PRD-FD01,BR0026,2441809.78,3.13,6,2022-04-19,2022-10-16,False,Active
FD0000365,CUS0008028,PRD-FD02,BR0002,1601952.7,1.77,12,2024-06-04,2025-05-30,True,Active
FD0000366,CUS0001095,PRD-FD02,BR0013,1810924.1,1.95,12,2024-01-19,2025-01-13,True,Active
FD0000367,CUS0002027,PRD-FD03,BR0018,3915685.6,2.03,24,2024-05-13,2026-05-03,False,Active
FD0000368,CUS0004232,PRD-FD01,BR0041,1373116.8,2.6,6,2026-03-23,2026-09-19,False,Active
FD0000369,CUS0004685,PRD-FD03,BR0001,1908768.18,2.77,24,2025-11-02,2027-10-23,True,Active
FD0000370,CUS0007704,PRD-FD02,BR0004,2684739.7,1.95,12,2026-02-15,2027-02-10,False,Matured
FD0000371,CUS0005234,PRD-FD03,BR0025,129873.34,1.81,24,2025-08-08,2027-07-29,True,Active
FD0000372,CUS0002344,PRD-FD02,BR0002,3115539.07,2.93,12,2022-02-07,2023-02-02,True,Matured
FD0000373,CUS0008090,PRD-FD03,BR0021,4831512.47,1.67,24,2022-07-08,2024-06-27,True,Active
FD0000374,CUS0006900,PRD-FD03,BR0011,2805725.0,2.18,24,2022-06-11,2024-05-31,True,Active
FD0000375,CUS0005640,PRD-FD01,BR0046,2677576.83,1.93,6,2022-11-29,2023-05-28,False,Matured
FD0000376,CUS0005251,PRD-FD02,BR0027,2129169.2,3.19,12,2025-10-31,2026-10-26,False,Active
FD0000377,CUS0005432,PRD-FD03,BR0034,435937.44,1.62,24,2023-11-16,2025-11-05,True,Active
FD0000378,CUS0007048,PRD-FD03,BR0001,2230749.59,1.84,24,2023-06-07,2025-05-27,True,Active
FD0000379,CUS0007254,PRD-FD02,BR0011,3969909.03,2.89,12,2025-06-09,2026-06-04,True,Matured
FD0000380,CUS0003748,PRD-FD02,BR0042,4575097.08,3.03,12,2023-05-01,2024-04-25,False,Active
FD0000381,CUS0008096,PRD-FD01,BR0021,4366799.1,1.51,6,2025-02-24,2025-08-23,True,Active
FD0000382,CUS0004325,PRD-FD02,BR0013,2230290.95,1.55,12,2022-08-24,2023-08-19,False,Matured
FD0000383,CUS0005949,PRD-FD01,BR0021,3050011.33,2.58,6,2022-09-07,2023-03-06,False,Matured
FD0000384,CUS0007166,PRD-FD03,BR0045,1884226.34,2.46,24,2026-01-15,2028-01-05,False,Active
FD0000385,CUS0007981,PRD-FD01,BR0035,4895003.47,3.16,6,2023-03-18,2023-09-14,False,Matured
FD0000386,CUS0002504,PRD-FD02,BR0046,3062765.53,2.42,12,2022-12-22,2023-12-17,True,Matured
FD0000387,CUS0008620,PRD-FD03,BR0045,560064.69,3.25,24,2023-07-07,2025-06-26,True,Matured
FD0000388,CUS0005721,PRD-FD02,BR0029,3563102.29,2.74,12,2023-04-12,2024-04-06,True,Active
FD0000389,CUS0007890,PRD-FD03,BR0045,3869614.74,3.13,24,2022-12-11,2024-11-30,True,Active
FD0000390,CUS0005881,PRD-FD03,BR0012,616021.21,2.64,24,2024-09-02,2026-08-23,True,Matured
FD0000391,CUS0008638,PRD-FD01,BR0017,411440.64,2.05,6,2025-04-21,2025-10-18,False,Matured
FD0000392,CUS0009933,PRD-FD01,BR0013,2027324.5,2.17,6,2022-12-06,2023-06-04,True,Active
FD0000393,CUS0002143,PRD-FD02,BR0004,1267823.05,1.51,12,2026-03-25,2027-03-20,True,Active
FD0000394,CUS0009595,PRD-FD02,BR0002,456284.03,2.86,12,2026-03-01,2027-02-24,False,Active
FD0000395,CUS0008596,PRD-FD03,BR0035,1986219.68,2.2,24,2026-01-08,2027-12-29,False,Active
FD0000396,CUS0000578,PRD-FD01,BR0029,1689390.36,1.98,6,2024-04-28,2024-10-25,False,Active
FD0000397,CUS0001552,PRD-FD02,BR0044,3725912.59,2.43,12,2026-01-08,2027-01-03,True,Active
FD0000398,CUS0005770,PRD-FD02,BR0032,1712999.54,1.53,12,2025-10-26,2026-10-21,False,Active
FD0000399,CUS0008143,PRD-FD01,BR0013,346021.52,2.84,6,2024-03-12,2024-09-08,True,Active
FD0000400,CUS0006885,PRD-FD02,BR0038,4614533.22,2.09,12,2023-05-28,2024-05-22,False,Matured
FD0000401,CUS0005759,PRD-FD03,BR0032,3515625.99,2.01,24,2025-10-19,2027-10-09,True,Matured
FD0000402,CUS0001220,PRD-FD02,BR0048,937539.66,3.49,12,2025-03-19,2026-03-14,False,Active
FD0000403,CUS0001278,PRD-FD01,BR0021,624909.55,3.06,6,2025-06-03,2025-11-30,True,Active
FD0000404,CUS0005242,PRD-FD01,BR0048,3833519.54,3.11,6,2024-11-16,2025-05-15,True,Active
FD0000405,CUS0004694,PRD-FD03,BR0041,2483311.98,2.38,24,2025-11-10,2027-10-31,False,Active
FD0000406,CUS0006310,PRD-FD01,BR0006,1096129.3,1.57,6,2023-06-01,2023-11-28,True,Active
FD0000407,CUS0007731,PRD-FD03,BR0003,3256584.26,3.08,24,2024-04-30,2026-04-20,True,Active
FD0000408,CUS0006980,PRD-FD03,BR0022,464614.77,3.29,24,2022-05-30,2024-05-19,False,Active
FD0000409,CUS0001347,PRD-FD03,BR0013,4739208.41,1.32,24,2022-08-21,2024-08-10,True,Active
FD0000410,CUS0007267,PRD-FD01,BR0035,368790.89,2.01,6,2022-09-07,2023-03-06,True,Matured
FD0000411,CUS0003791,PRD-FD01,BR0001,2362432.28,2.65,6,2024-04-11,2024-10-08,False,Matured
FD0000412,CUS0004263,PRD-FD02,BR0030,4019368.72,3.34,12,2025-01-06,2026-01-01,True,Matured
FD0000413,CUS0007569,PRD-FD01,BR0036,1772056.55,3.3,6,2025-02-27,2025-08-26,True,Active
FD0000414,CUS0007301,PRD-FD03,BR0036,3353709.66,1.55,24,2025-12-02,2027-11-22,True,Active
FD0000415,CUS0000519,PRD-FD03,BR0005,3214749.7,2.65,24,2025-05-06,2027-04-26,False,Matured
FD0000416,CUS0002331,PRD-FD02,BR0036,3960343.9,2.62,12,2026-03-31,2027-03-26,True,Active
FD0000417,CUS0008094,PRD-FD01,BR0021,3542710.44,2.25,6,2022-06-21,2022-12-18,False,Matured
FD0000418,CUS0001358,PRD-FD01,BR0048,4707513.28,3.12,6,2022-03-31,2022-09-27,True,Active
FD0000419,CUS0000605,PRD-FD02,BR0012,2338671.98,1.86,12,2024-01-22,2025-01-16,True,Active
FD0000420,CUS0009349,PRD-FD02,BR0023,2632998.84,1.5,12,2025-08-03,2026-07-29,False,Matured
FD0000421,CUS0004139,PRD-FD03,BR0001,776006.46,2.96,24,2023-05-05,2025-04-24,False,Active
FD0000422,CUS0004249,PRD-FD03,BR0003,4588573.54,1.71,24,2024-04-17,2026-04-07,False,Active
FD0000423,CUS0007592,PRD-FD01,BR0048,4255125.26,2.21,6,2025-09-24,2026-03-23,False,Active
FD0000424,CUS0001681,PRD-FD02,BR0003,104463.67,2.45,12,2025-11-14,2026-11-09,True,Matured
FD0000425,CUS0008621,PRD-FD01,BR0015,3311628.91,2.37,6,2025-05-08,2025-11-04,True,Matured
FD0000426,CUS0006330,PRD-FD01,BR0046,4710065.8,1.41,6,2025-03-25,2025-09-21,True,Active
FD0000427,CUS0000458,PRD-FD02,BR0004,196546.79,1.96,12,2023-09-28,2024-09-22,True,Active
FD0000428,CUS0000253,PRD-FD02,BR0045,648623.5,1.34,12,2023-09-10,2024-09-04,False,Active
FD0000429,CUS0006608,PRD-FD03,BR0026,157617.29,2.25,24,2025-02-10,2027-01-31,True,Active
FD0000430,CUS0003893,PRD-FD03,BR0032,4762081.93,1.25,24,2022-08-02,2024-07-22,True,Active
FD0000431,CUS0009463,PRD-FD02,BR0009,2177636.77,2.83,12,2023-01-15,2024-01-10,True,Active
FD0000432,CUS0008856,PRD-FD02,BR0030,4691319.16,2.93,12,2024-11-28,2025-11-23,False,Active
FD0000433,CUS0003190,PRD-FD02,BR0028,4998132.27,2.62,12,2026-01-12,2027-01-07,False,Active
FD0000434,CUS0003060,PRD-FD03,BR0033,1728274.48,2.92,24,2022-05-23,2024-05-12,True,Matured
FD0000435,CUS0008816,PRD-FD01,BR0036,1055554.47,1.95,6,2024-08-19,2025-02-15,False,Active
FD0000436,CUS0007342,PRD-FD03,BR0011,2267172.82,1.65,24,2026-01-05,2027-12-26,False,Matured
FD0000437,CUS0001450,PRD-FD01,BR0023,1661594.61,1.22,6,2022-04-21,2022-10-18,True,Active
FD0000438,CUS0009574,PRD-FD01,BR0010,2611737.86,2.57,6,2026-03-27,2026-09-23,True,Matured
FD0000439,CUS0006191,PRD-FD02,BR0048,1848929.08,2.67,12,2026-05-01,2027-04-26,False,Matured
FD0000440,CUS0008920,PRD-FD03,BR0002,1271944.2,1.97,24,2025-06-19,2027-06-09,False,Matured
FD0000441,CUS0001053,PRD-FD02,BR0017,193572.76,2.44,12,2025-05-25,2026-05-20,False,Matured
FD0000442,CUS0005954,PRD-FD02,BR0029,412460.34,3.22,12,2023-10-05,2024-09-29,True,Active
FD0000443,CUS0000985,PRD-FD01,BR0014,862659.81,2.8,6,2023-07-22,2024-01-18,True,Active
FD0000444,CUS0005746,PRD-FD02,BR0020,4471828.36,1.61,12,2023-02-16,2024-02-11,True,Active
FD0000445,CUS0006639,PRD-FD01,BR0033,2923611.92,1.68,6,2025-07-22,2026-01-18,False,Matured
FD0000446,CUS0006430,PRD-FD01,BR0040,1172949.99,1.58,6,2025-12-20,2026-06-18,False,Matured
FD0000447,CUS0006352,PRD-FD03,BR0020,1573251.06,2.26,24,2025-05-13,2027-05-03,True,Matured
FD0000448,CUS0002311,PRD-FD01,BR0012,237211.54,2.73,6,2022-09-21,2023-03-20,False,Active
FD0000449,CUS0005858,PRD-FD02,BR0006,3819363.65,3.17,12,2025-09-22,2026-09-17,True,Matured
FD0000450,CUS0008450,PRD-FD03,BR0001,2569782.62,2.86,24,2022-01-08,2023-12-29,True,Active
FD0000451,CUS0009320,PRD-FD03,BR0040,1208586.06,1.54,24,2024-08-05,2026-07-26,True,Active
FD0000452,CUS0001628,PRD-FD02,BR0027,4406836.23,1.25,12,2025-12-26,2026-12-21,False,Active
FD0000453,CUS0005766,PRD-FD01,BR0032,2646755.88,3.42,6,2025-07-17,2026-01-13,True,Active
FD0000454,CUS0005576,PRD-FD03,BR0007,1310594.79,2.2,24,2025-03-14,2027-03-04,True,Active
FD0000455,CUS0007387,PRD-FD02,BR0033,2896397.97,3.16,12,2022-05-04,2023-04-29,False,Active
FD0000456,CUS0007795,PRD-FD02,BR0046,2325609.27,1.48,12,2022-01-05,2022-12-31,False,Matured
FD0000457,CUS0009800,PRD-FD02,BR0037,366024.21,1.74,12,2023-09-01,2024-08-26,True,Active
FD0000458,CUS0007168,PRD-FD03,BR0033,1908762.29,2.72,24,2026-03-27,2028-03-16,False,Matured
FD0000459,CUS0008252,PRD-FD02,BR0041,835189.42,2.56,12,2023-07-11,2024-07-05,True,Matured
FD0000460,CUS0008819,PRD-FD03,BR0005,3341426.58,1.81,24,2024-08-31,2026-08-21,False,Matured
FD0000461,CUS0006775,PRD-FD01,BR0010,2886814.19,2.03,6,2026-04-13,2026-10-10,False,Active
FD0000462,CUS0004268,PRD-FD02,BR0042,1575569.37,1.39,12,2024-12-07,2025-12-02,False,Matured
FD0000463,CUS0008984,PRD-FD03,BR0046,2874599.97,2.56,24,2024-01-10,2025-12-30,True,Matured
FD0000464,CUS0002603,PRD-FD02,BR0006,3338178.67,2.51,12,2024-11-15,2025-11-10,True,Active
FD0000465,CUS0001533,PRD-FD01,BR0007,2107008.04,1.65,6,2022-02-23,2022-08-22,True,Active
FD0000466,CUS0002288,PRD-FD03,BR0026,514655.99,2.79,24,2026-04-28,2028-04-17,False,Active
FD0000467,CUS0009079,PRD-FD02,BR0036,3044127.11,3.21,12,2023-08-31,2024-08-25,True,Active
FD0000468,CUS0007136,PRD-FD03,BR0012,2338625.9,1.65,24,2024-04-16,2026-04-06,True,Active
FD0000469,CUS0002938,PRD-FD01,BR0043,1519875.19,2.39,6,2024-02-13,2024-08-11,True,Active
FD0000470,CUS0007831,PRD-FD01,BR0019,2360149.47,1.81,6,2024-03-14,2024-09-10,False,Active
FD0000471,CUS0005201,PRD-FD01,BR0047,2301381.15,1.69,6,2024-07-25,2025-01-21,True,Matured
FD0000472,CUS0000016,PRD-FD03,BR0002,1357656.58,2.52,24,2022-08-09,2024-07-29,True,Active
FD0000473,CUS0004705,PRD-FD03,BR0017,1313637.2,1.93,24,2025-02-28,2027-02-18,True,Active
FD0000474,CUS0006361,PRD-FD02,BR0017,1281370.86,1.71,12,2026-04-05,2027-03-31,False,Active
FD0000475,CUS0007769,PRD-FD02,BR0006,2375408.23,2.51,12,2022-04-08,2023-04-03,True,Active
FD0000476,CUS0003208,PRD-FD02,BR0012,4616790.06,1.58,12,2024-10-08,2025-10-03,False,Active
FD0000477,CUS0001802,PRD-FD02,BR0028,4020078.74,2.24,12,2023-12-08,2024-12-02,True,Active
FD0000478,CUS0007946,PRD-FD03,BR0006,2433617.01,2.78,24,2022-02-02,2024-01-23,False,Matured
FD0000479,CUS0004414,PRD-FD01,BR0025,598186.75,2.3,6,2023-05-29,2023-11-25,True,Active
FD0000480,CUS0004934,PRD-FD02,BR0035,1819062.59,2.5,12,2024-04-16,2025-04-11,True,Matured
FD0000481,CUS0007474,PRD-FD01,BR0034,3418994.63,1.73,6,2025-12-27,2026-06-25,True,Active
FD0000482,CUS0002196,PRD-FD01,BR0033,1988119.58,2.33,6,2023-11-18,2024-05-16,True,Active
FD0000483,CUS0005609,PRD-FD02,BR0041,1596439.27,3.03,12,2023-04-29,2024-04-23,False,Active
FD0000484,CUS0001541,PRD-FD03,BR0001,2976789.14,2.74,24,2023-01-20,2025-01-09,False,Matured
FD0000485,CUS0002328,PRD-FD01,BR0050,3696989.63,2.64,6,2023-12-05,2024-06-02,True,Active
FD0000486,CUS0009793,PRD-FD01,BR0029,4946537.05,2.39,6,2023-11-05,2024-05-03,False,Matured
